year,Loss,tmin6
1928,333.4126934,14.89673758
1963,300.9164934,16.34419415
1977,328.8078188,16.50113748
1998,383.9448959,18.21950307
1999,369.005182,17.58430402
2017,371.3949391,16.94209856
2007,388.1677566,17.10625877
2010,372.5955018,20.14574281
1927,254.9848533,16.08970635
1932,233.5301455,18.23461244
1968,269.3174487,17.55260124
1948,247.8548194,16.99983264
1944,395.9751274,19.30076807
1992,238.7595405,15.3074907
2017,308.8313939,17.4504011
2010,322.3025824,20.73418294
1944,214.0689448,17.24898391
1984,286.0188934,15.66141336
1952,222.2660299,17.4712445
1927,297.8239872,12.73518312
1926,276.0449014,11.93115105
1947,335.5572068,13.78971645
1945,262.6987819,13.37444488
1992,245.5535133,12.68717854
2014,264.9135455,16.17371897
2007,251.2191642,15.43121636
1968,299.9353746,14.96650477
1979,273.9498621,14.70453634
1956,311.9204426,16.02493675
1991,422.5302788,17.11089493
1974,380.573741,13.27799085
1954,390.583132,17.94708768
1982,326.8958461,14.91095896
1938,333.2602912,16.5136439
1950,361.8603169,17.19583995
1974,374.9604627,14.59295528
1937,363.9187669,17.65155884
1968,341.4607615,17.67138753
1946,327.2759718,17.5340525
1951,368.9474426,17.21989904
1947,372.7780203,17.79532936
1999,406.456015,18.17154776
1998,386.1671779,18.7923897
2010,373.3722494,20.92429103
1969,264.9928116,11.72097337
1963,302.3039563,14.26824491
1975,282.1171082,15.29958595
1929,308.8704865,12.18809149
1984,301.8994855,14.91363544
1972,262.8074004,12.17991699
1944,285.8673722,16.37937523
1955,230.9585208,13.70698238
1943,184.2385268,17.68906375
1962,159.987316,15.12153456
1953,232.577565,17.1008777
1965,165.2671224,14.87967885
1954,201.8561899,17.62693212
1928,161.6078893,13.0253339
1961,181.8288324,14.09090316
1935,186.9054888,13.97589741
1974,274.8484737,13.90803395
2001,194.5704354,14.58881812
1992,184.2569168,13.03333591
2007,166.7642954,16.00325744
2016,166.6301477,16.89159091
2004,185.5379062,14.92734057
2014,177.4732386,16.71105512
